"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","Tempo","SubNr","BlockNr","TrialNr","Skill","Condition","Image","Diff","Interval","Subcomponent","Grouping"
46,46,22710,74,74,1,2,300,10,4,5,"dynamics","teaching","5_t_stim_d.png",0,45,"Forte","teaching-dynamics"
47,47,22973,71,71,1,2,300,10,4,5,"dynamics","teaching","5_t_stim_d.png",-3,46,"Forte","teaching-dynamics"
2,2,8103,78,81,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",-6,1,"Forte","teaching-dynamics"
3,3,8371,79,67,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",-14,2,"Forte","teaching-dynamics"
4,4,8643,76,67,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",0,3,"Forte","teaching-dynamics"
5,5,8920,72,65,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",-2,4,"Forte","teaching-dynamics"
10,10,10288,78,81,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",-5,9,"Forte","teaching-dynamics"
11,11,10567,79,74,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",-7,10,"Forte","teaching-dynamics"
12,12,10839,76,76,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",2,11,"Forte","teaching-dynamics"
13,13,11104,72,78,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",2,12,"Forte","teaching-dynamics"
14,14,11379,76,81,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",3,13,"Forte","teaching-dynamics"
15,15,11646,79,69,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",-12,14,"Forte","teaching-dynamics"
16,16,11896,84,72,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",3,15,"Forte","teaching-dynamics"
17,17,12181,83,82,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",10,16,"Forte","teaching-dynamics"
22,22,13523,81,73,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",-13,21,"Forte","teaching-dynamics"
23,23,13775,84,75,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",2,22,"Forte","teaching-dynamics"
24,24,14042,81,73,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",-2,23,"Forte","teaching-dynamics"
25,25,14322,78,70,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",-3,24,"Forte","teaching-dynamics"
41,41,21268,77,80,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",-13,40,"Forte","teaching-dynamics"
42,42,21538,76,76,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",-4,41,"Forte","teaching-dynamics"
43,43,21801,74,81,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",5,42,"Forte","teaching-dynamics"
44,44,22070,76,76,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",-5,43,"Forte","teaching-dynamics"
45,45,22333,79,80,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",4,44,"Forte","teaching-dynamics"
46,46,22591,74,74,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",-6,45,"Forte","teaching-dynamics"
47,47,22872,71,71,1,2,300,10,4,6,"dynamics","teaching","6_t_stim_d.png",-3,46,"Forte","teaching-dynamics"
2,2,8093,78,77,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",-12,1,"Forte","teaching-dynamics"
3,3,8355,79,70,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",-7,2,"Forte","teaching-dynamics"
4,4,8629,76,75,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",5,3,"Forte","teaching-dynamics"
5,5,8886,72,70,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",-5,4,"Forte","teaching-dynamics"
10,10,10242,78,74,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",-16,9,"Forte","teaching-dynamics"
11,11,10510,79,72,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",-2,10,"Forte","teaching-dynamics"
12,12,10778,76,70,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",-2,11,"Forte","teaching-dynamics"
13,13,11035,72,71,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",1,12,"Forte","teaching-dynamics"
14,14,11303,76,67,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",-4,13,"Forte","teaching-dynamics"
15,15,11557,79,68,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",1,14,"Forte","teaching-dynamics"
16,16,11818,84,72,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",4,15,"Forte","teaching-dynamics"
17,17,12076,83,75,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",3,16,"Forte","teaching-dynamics"
22,22,13386,81,67,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",-7,21,"Forte","teaching-dynamics"
23,23,13631,84,69,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",2,22,"Forte","teaching-dynamics"
24,24,13894,81,65,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",-4,23,"Forte","teaching-dynamics"
25,25,14162,78,68,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",3,24,"Forte","teaching-dynamics"
41,41,20848,77,76,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",-9,40,"Forte","teaching-dynamics"
42,42,21107,76,76,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",0,41,"Forte","teaching-dynamics"
43,43,21372,74,78,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",2,42,"Forte","teaching-dynamics"
44,44,21645,76,72,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",-6,43,"Forte","teaching-dynamics"
45,45,21894,79,72,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",0,44,"Forte","teaching-dynamics"
46,46,22160,74,72,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",0,45,"Forte","teaching-dynamics"
47,47,22410,71,72,1,2,300,10,4,7,"dynamics","teaching","7_t_stim_d.png",0,46,"Forte","teaching-dynamics"
2,2,8078,78,81,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",-4,1,"Forte","teaching-dynamics"
4,4,8623,76,65,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",7,3,"Forte","teaching-dynamics"
5,5,8882,72,65,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",0,4,"Forte","teaching-dynamics"
10,10,10254,78,84,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",-1,9,"Forte","teaching-dynamics"
11,11,10528,79,67,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",-17,10,"Forte","teaching-dynamics"
12,12,10798,76,71,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",4,11,"Forte","teaching-dynamics"
13,13,11071,72,77,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",6,12,"Forte","teaching-dynamics"
14,14,11340,76,83,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",6,13,"Forte","teaching-dynamics"
15,15,11603,79,71,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",-12,14,"Forte","teaching-dynamics"
16,16,11861,84,75,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",4,15,"Forte","teaching-dynamics"
17,17,12128,83,81,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",6,16,"Forte","teaching-dynamics"
22,22,13464,81,68,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",-2,21,"Forte","teaching-dynamics"
23,23,13708,84,70,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",2,22,"Forte","teaching-dynamics"
24,24,13978,81,67,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",-3,23,"Forte","teaching-dynamics"
25,25,14240,78,70,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",3,24,"Forte","teaching-dynamics"
41,41,21043,77,72,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",-10,40,"Forte","teaching-dynamics"
42,42,21305,76,74,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",2,41,"Forte","teaching-dynamics"
43,43,21579,74,79,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",5,42,"Forte","teaching-dynamics"
44,44,21851,76,75,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",-4,43,"Forte","teaching-dynamics"
45,45,22120,79,77,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",2,44,"Forte","teaching-dynamics"
46,46,22384,74,72,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",-5,45,"Forte","teaching-dynamics"
47,47,22645,71,70,1,2,300,10,4,8,"dynamics","teaching","8_t_stim_d.png",-2,46,"Forte","teaching-dynamics"
2,2,8141,78,87,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",-2,1,"Forte","teaching-dynamics"
3,3,8427,79,93,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",6,2,"Forte","teaching-dynamics"
4,4,8701,76,88,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",-5,3,"Forte","teaching-dynamics"
5,5,8982,72,72,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",-16,4,"Forte","teaching-dynamics"
10,10,10447,78,93,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",-2,9,"Forte","teaching-dynamics"
11,11,10737,79,95,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",2,10,"Forte","teaching-dynamics"
12,12,11021,76,81,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",-14,11,"Forte","teaching-dynamics"
13,13,11309,72,88,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",7,12,"Forte","teaching-dynamics"
14,14,11599,76,70,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",-18,13,"Forte","teaching-dynamics"
15,15,11884,79,83,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",13,14,"Forte","teaching-dynamics"
16,16,12173,84,90,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",7,15,"Forte","teaching-dynamics"
17,17,12469,83,82,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",-8,16,"Forte","teaching-dynamics"
22,22,13924,81,89,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",-6,21,"Forte","teaching-dynamics"
23,23,14223,84,99,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",10,22,"Forte","teaching-dynamics"
24,24,14508,81,99,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",0,23,"Forte","teaching-dynamics"
25,25,14802,78,85,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",-14,24,"Forte","teaching-dynamics"
42,42,22287,76,88,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",16,41,"Forte","teaching-dynamics"
43,43,22568,74,90,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",2,42,"Forte","teaching-dynamics"
44,44,22858,76,88,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",-2,43,"Forte","teaching-dynamics"
45,45,23139,79,105,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",17,44,"Forte","teaching-dynamics"
46,46,23417,74,85,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",-20,45,"Forte","teaching-dynamics"
47,47,23688,71,70,1,2,300,11,1,2,"dynamics","teaching","2_t_stim_d.png",-15,46,"Forte","teaching-dynamics"
2,2,8125,78,94,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",3,1,"Forte","teaching-dynamics"
3,3,8409,79,98,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",4,2,"Forte","teaching-dynamics"
4,4,8697,76,90,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",-8,3,"Forte","teaching-dynamics"
5,5,8983,72,79,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",-11,4,"Forte","teaching-dynamics"
10,10,10418,78,97,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",2,9,"Forte","teaching-dynamics"
11,11,10710,79,101,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",4,10,"Forte","teaching-dynamics"
12,12,10993,76,80,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",-21,11,"Forte","teaching-dynamics"
13,13,11294,72,91,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",11,12,"Forte","teaching-dynamics"
14,14,11579,76,86,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",-5,13,"Forte","teaching-dynamics"
15,15,11876,79,93,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",7,14,"Forte","teaching-dynamics"
16,16,12145,84,101,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",8,15,"Forte","teaching-dynamics"
22,22,13902,81,99,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",11,21,"Forte","teaching-dynamics"
23,23,14189,84,105,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",6,22,"Forte","teaching-dynamics"
24,24,14480,81,100,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",-5,23,"Forte","teaching-dynamics"
25,25,14760,78,84,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",-16,24,"Forte","teaching-dynamics"
41,41,22149,77,93,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",4,40,"Forte","teaching-dynamics"
42,42,22437,76,97,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",4,41,"Forte","teaching-dynamics"
43,43,22732,74,91,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",-6,42,"Forte","teaching-dynamics"
44,44,23007,76,91,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",0,43,"Forte","teaching-dynamics"
45,45,23285,79,98,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",7,44,"Forte","teaching-dynamics"
46,46,23568,74,85,1,2,300,11,1,3,"dynamics","teaching","3_t_stim_d.png",-13,45,"Forte","teaching-dynamics"
2,2,8179,78,91,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",-4,1,"Forte","teaching-dynamics"
3,3,8451,79,96,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",5,2,"Forte","teaching-dynamics"
4,4,8741,76,88,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",-8,3,"Forte","teaching-dynamics"
5,5,9017,72,75,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",-13,4,"Forte","teaching-dynamics"
10,10,10444,78,91,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",-4,9,"Forte","teaching-dynamics"
11,11,10724,79,99,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",8,10,"Forte","teaching-dynamics"
12,12,10993,76,85,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",-14,11,"Forte","teaching-dynamics"
13,13,11287,72,91,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",6,12,"Forte","teaching-dynamics"
14,14,11577,76,91,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",0,13,"Forte","teaching-dynamics"
15,15,11871,79,95,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",4,14,"Forte","teaching-dynamics"
16,16,12150,84,87,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",-8,15,"Forte","teaching-dynamics"
17,17,12442,83,85,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",-2,16,"Forte","teaching-dynamics"
22,22,13898,81,99,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",8,21,"Forte","teaching-dynamics"
23,23,14186,84,104,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",5,22,"Forte","teaching-dynamics"
24,24,14479,81,98,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",-6,23,"Forte","teaching-dynamics"
25,25,14762,78,78,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",-20,24,"Forte","teaching-dynamics"
41,41,22175,77,91,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",-12,40,"Forte","teaching-dynamics"
42,42,22447,76,99,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",8,41,"Forte","teaching-dynamics"
43,43,22732,74,93,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",-6,42,"Forte","teaching-dynamics"
44,44,23016,76,90,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",-3,43,"Forte","teaching-dynamics"
45,45,23294,79,101,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",11,44,"Forte","teaching-dynamics"
46,46,23570,74,91,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",-10,45,"Forte","teaching-dynamics"
47,47,23853,71,70,1,2,300,11,1,4,"dynamics","teaching","4_t_stim_d.png",-21,46,"Forte","teaching-dynamics"
2,2,8161,78,96,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",2,1,"Forte","teaching-dynamics"
3,3,8438,79,101,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",5,2,"Forte","teaching-dynamics"
4,4,8725,76,94,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",-7,3,"Forte","teaching-dynamics"
5,5,9014,72,81,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",-13,4,"Forte","teaching-dynamics"
10,10,10458,78,98,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",-6,9,"Forte","teaching-dynamics"
11,11,10732,79,98,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",0,10,"Forte","teaching-dynamics"
12,12,11022,76,88,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",-10,11,"Forte","teaching-dynamics"
13,13,11311,72,95,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",7,12,"Forte","teaching-dynamics"
14,14,11580,76,95,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",0,13,"Forte","teaching-dynamics"
15,15,11877,79,95,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",0,14,"Forte","teaching-dynamics"
16,16,12150,84,100,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",5,15,"Forte","teaching-dynamics"
17,17,12441,83,93,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",-7,16,"Forte","teaching-dynamics"
22,22,13892,81,103,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",12,21,"Forte","teaching-dynamics"
23,23,14181,84,106,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",3,22,"Forte","teaching-dynamics"
24,24,14479,81,101,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",-5,23,"Forte","teaching-dynamics"
25,25,14760,78,88,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",-13,24,"Forte","teaching-dynamics"
41,41,22159,77,95,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",-11,40,"Forte","teaching-dynamics"
42,42,22444,76,93,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",-2,41,"Forte","teaching-dynamics"
43,43,22715,74,89,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",-4,42,"Forte","teaching-dynamics"
44,44,23000,76,95,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",6,43,"Forte","teaching-dynamics"
45,45,23271,79,104,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",9,44,"Forte","teaching-dynamics"
46,46,23551,74,93,1,2,300,11,1,5,"dynamics","teaching","5_t_stim_d.png",-11,45,"Forte","teaching-dynamics"
2,2,8142,78,98,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",-2,1,"Forte","teaching-dynamics"
3,3,8435,79,105,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",7,2,"Forte","teaching-dynamics"
4,4,8715,76,91,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",-14,3,"Forte","teaching-dynamics"
5,5,8996,72,78,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",-13,4,"Forte","teaching-dynamics"
10,10,10435,78,91,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",15,9,"Forte","teaching-dynamics"
11,11,10711,79,101,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",10,10,"Forte","teaching-dynamics"
12,12,10995,76,88,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",-13,11,"Forte","teaching-dynamics"
13,13,11295,72,95,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",7,12,"Forte","teaching-dynamics"
14,14,11579,76,103,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",8,13,"Forte","teaching-dynamics"
15,15,11859,79,98,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",-5,14,"Forte","teaching-dynamics"
16,16,12129,84,104,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",6,15,"Forte","teaching-dynamics"
22,22,13890,81,97,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",1,21,"Forte","teaching-dynamics"
23,23,14183,84,106,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",9,22,"Forte","teaching-dynamics"
24,24,14468,81,104,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",-2,23,"Forte","teaching-dynamics"
25,25,14752,78,86,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",-18,24,"Forte","teaching-dynamics"
41,41,22101,77,83,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",-16,40,"Forte","teaching-dynamics"
42,42,22365,76,91,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",8,41,"Forte","teaching-dynamics"
43,43,22643,74,93,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",2,42,"Forte","teaching-dynamics"
44,44,22939,76,96,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",3,43,"Forte","teaching-dynamics"
45,45,23214,79,105,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",9,44,"Forte","teaching-dynamics"
46,46,23495,74,90,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",-15,45,"Forte","teaching-dynamics"
47,47,23768,71,71,1,2,300,11,1,6,"dynamics","teaching","6_t_stim_d.png",-19,46,"Forte","teaching-dynamics"
2,2,8152,78,97,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",-2,1,"Forte","teaching-dynamics"
3,3,8444,79,99,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",2,2,"Forte","teaching-dynamics"
4,4,8724,76,98,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",-1,3,"Forte","teaching-dynamics"
5,5,9011,72,79,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",-19,4,"Forte","teaching-dynamics"
10,10,10456,78,97,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",-4,9,"Forte","teaching-dynamics"
11,11,10742,79,103,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",6,10,"Forte","teaching-dynamics"
12,12,11029,76,89,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",-14,11,"Forte","teaching-dynamics"
13,13,11323,72,91,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",2,12,"Forte","teaching-dynamics"
14,14,11597,76,98,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",7,13,"Forte","teaching-dynamics"
15,15,11886,79,98,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",0,14,"Forte","teaching-dynamics"
16,16,12157,84,103,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",5,15,"Forte","teaching-dynamics"
17,17,12444,83,87,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",-16,16,"Forte","teaching-dynamics"
22,22,13857,81,98,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",0,21,"Forte","teaching-dynamics"
23,23,14149,84,103,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",5,22,"Forte","teaching-dynamics"
24,24,14445,81,94,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",-9,23,"Forte","teaching-dynamics"
25,25,14728,78,93,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",-1,24,"Forte","teaching-dynamics"
41,41,22147,77,95,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",-9,40,"Forte","teaching-dynamics"
42,42,22418,76,97,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",2,41,"Forte","teaching-dynamics"
43,43,22694,74,93,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",-4,42,"Forte","teaching-dynamics"
44,44,22989,76,93,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",0,43,"Forte","teaching-dynamics"
45,45,23264,79,110,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",17,44,"Forte","teaching-dynamics"
46,46,23551,74,94,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",-16,45,"Forte","teaching-dynamics"
47,47,23802,71,74,1,2,300,11,1,7,"dynamics","teaching","7_t_stim_d.png",-20,46,"Forte","teaching-dynamics"
2,2,8172,78,100,1,2,300,11,1,8,"dynamics","teaching","8_t_stim_d.png",2,1,"Forte","teaching-dynamics"
3,3,8470,79,100,1,2,300,11,1,8,"dynamics","teaching","8_t_stim_d.png",0,2,"Forte","teaching-dynamics"
4,4,8757,76,87,1,2,300,11,1,8,"dynamics","teaching","8_t_stim_d.png",-13,3,"Forte","teaching-dynamics"
5,5,9045,72,79,1,2,300,11,1,8,"dynamics","teaching","8_t_stim_d.png",-8,4,"Forte","teaching-dynamics"
10,10,10504,78,95,1,2,300,11,1,8,"dynamics","teaching","8_t_stim_d.png",-11,9,"Forte","teaching-dynamics"
11,11,10794,79,99,1,2,300,11,1,8,"dynamics","teaching","8_t_stim_d.png",4,10,"Forte","teaching-dynamics"
12,12,11082,76,94,1,2,300,11,1,8,"dynamics","teaching","8_t_stim_d.png",-5,11,"Forte","teaching-dynamics"
13,13,11363,72,90,1,2,300,11,1,8,"dynamics","teaching","8_t_stim_d.png",-4,12,"Forte","teaching-dynamics"
14,14,11644,76,96,1,2,300,11,1,8,"dynamics","teaching","8_t_stim_d.png",6,13,"Forte","teaching-dynamics"
15,15,11931,79,96,1,2,300,11,1,8,"dynamics","teaching","8_t_stim_d.png",0,14,"Forte","teaching-dynamics"
16,16,12205,84,103,1,2,300,11,1,8,"dynamics","teaching","8_t_stim_d.png",7,15,"Forte","teaching-dynamics"
17,17,12489,83,85,1,2,300,11,1,8,"dynamics","teaching","8_t_stim_d.png",-18,16,"Forte","teaching-dynamics"
22,22,13922,81,98,1,2,300,11,1,8,"dynamics","teaching","8_t_stim_d.png",1,21,"Forte","teaching-dynamics"
23,23,14208,84,110,1,2,300,11,1,8,"dynamics","teaching","8_t_stim_d.png",12,22,"Forte","teaching-dynamics"
24,24,14510,81,100,1,2,300,11,1,8,"dynamics","teaching","8_t_stim_d.png",-10,23,"Forte","teaching-dynamics"
