RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,BlockNr,TrialNr,Skill,Condition,Image,Error
22,58,13080,65,79,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
23,60,13294,64,76,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
24,62,13480,62,77,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
25,65,13669,60,83,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
26,67,13852,62,80,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
27,69,14037,64,66,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
28,71,14215,65,78,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
29,73,14406,67,78,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
30,75,14598,65,74,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
31,77,14779,64,69,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
32,79,15019,62,32,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
33,81,15210,60,69,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
34,83,18183,67,71,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
35,85,18352,65,68,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
36,87,18545,64,61,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
37,89,18732,62,62,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
38,91,18915,60,74,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
39,93,19111,62,62,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
40,95,19297,64,60,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
41,97,19473,65,72,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
42,99,19677,67,78,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
43,100,19875,65,81,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
44,102,20075,64,76,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
45,104,20274,62,76,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
46,106,20477,60,76,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
