"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","Tempo","SubNr","BlockNr","TrialNr","Skill","Condition","Image"
"46","109","20688","74","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"47","111","20905","71","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"48","112","21016","72","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"49","115","21438","72","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"50","116","21516","74","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"51","119","21914","74","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"52","120","22503","76","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"53","122","23095","65","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"54","125","23489","65","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"55","126","23586","64","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"56","129","23994","64","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"57","130","24566","62","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"58","132","25110","67","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"59","135","25480","67","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"60","136","25590","71","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"61","139","25944","71","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"62","140","26075","72","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"63","143","26460","72","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"64","144","26550","73","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"65","146","26871","73","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"67","151","27464","74","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"68","153","27995","77","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"69","155","28439","76","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"70","157","28965","74","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"71","158","29282","72","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"72","160","29744","84","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"73","162","30564","84","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"1","19","7922","79","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"2","21","8119","78","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"3","23","8357","79","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"4","25","8544","76","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"5","26","8567","72","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"6","28","8783","67","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"7","30","9009","67","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"8","32","9258","67","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"9","35","9641","79","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"10","37","9815","78","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"11","39","10063","79","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"12","40","10214","76","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"13","43","10489","72","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"14","45","10696","76","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"15","47","10875","79","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"16","49","11105","84","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"17","50","11110","83","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"18","52","11313","81","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"19","54","11536","81","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"20","56","11763","81","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"21","59","12171","83","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"22","61","12362","81","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"23","63","12617","84","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"24","65","12843","81","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"25","66","12870","78","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"26","68","13088","79","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"27","70","13605","79","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"28","72","14110","79","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"29","74","14623","77","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"30","76","14836","77","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"31","78","15038","76","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"32","80","15257","76","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"33","82","15978","74","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"34","84","16366","79","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"35","86","NA","77","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"36","88","NA","76","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"37","90","NA","76","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"38","92","17196","76","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"39","94","17384","76","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"40","96","18176","81","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"42","101","18832","77","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"43","102","19030","76","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"44","104","19189","74","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"45","106","19436","76","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"46","109","19676","79","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"47","110","19850","74","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"48","112","19906","71","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"49","114","20105","72","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"50","116","20307","72","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
